# Channels number
2
# Samples number
      1214
# Sampling rate
         1
# Start date
20-07-2014
# Start time
07:32:21.000Z
# Channels names
Model_0;HHZ
2.1863086253113444 -106.268 
0.26744096883950963 -403.573 
0.566862640663305 382.662 
0.5749183924498196 149.177 
-0.3933273007426177 -300.297 
0.3142216138854437 -462.25 
-0.15423753312328614 -300.292 
-0.35220119178837184 -102.806 
-0.3926166007565808 439.07 
0.6219045910100043 -261.707 
0.631650204145429 -560.447 
-0.7239248008100478 -371.507 
1.7960043664262209 165.684 
-0.19702343310870063 590.478 
-0.12998525372486291 -335.865 
1.2822494002083102 -341.593 
-1.1601331724205544 -364.226 
1.1775283540910806 53.2442 
0.780291459184796 192.868 
-1.2688895243993077 -645.747 
-0.042377370781475854 -108.444 
0.6893774472284893 -45.2511 
0.5310553386265404 21.3307 
1.2440892142233286 -113.326 
-1.8697888556743338 -466.09 
0.6859474741918685 -135.34 
-2.468289456587823 280.936 
0.5521605728146639 -312.688 
-0.1869465956307348 -326.818 
-1.0470661609413918 28.3005 
-1.2210068657845934 229.848 
0.4100756926914384 169.337 
0.16523077456882174 -772.012 
0.5101656379414177 -450.226 
-1.1429416997279125 254.987 
0.07500634939503303 358.092 
-0.600606259712432 -610.37 
0.22563937159608916 -315.852 
-0.9162560836258251 -200.588 
-0.6849836206595397 308.183 
-0.8950061614471228 -606.634 
1.5796888170773347 64.8951 
-0.3107191071491817 -50.9326 
-0.04814175888713201 -311.859 
1.1114033155611658 180.15 
-0.13572263329615808 -304.843 
-1.0563108489537498 129.235 
-1.3015954662862192 -96.6331 
0.09891103166263715 -207.383 
0.12067388442119498 -442.316 
-1.2502544244808682 -162.88 
-1.3566910599160487 485.902 
1.5814166581253835 -116.655 
-0.10882217736874189 -853.209 
-0.053681169028926945 172.628 
-0.4286727270123354 -344.359 
0.5787622658324372 -130.556 
0.6879714392558549 334.195 
0.17849282014026802 -182.656 
-0.298075531309582 -367.143 
1.877158066148076 222.105 
1.7866547550225693 -312.199 
-1.7781440204266064 -192.549 
0.4410668634848731 -378.241 
1.3452199067051582 157.8 
0.5430805207292071 -119.583 
0.8496432560189255 108.924 
-0.2608424084162113 -471.976 
-1.052925416188458 -314.355 
-0.11827067966419325 177.282 
-1.1709373128896345 77.8783 
-0.24431508114650935 -196.766 
0.18118807557575067 -434.773 
1.7120820587087122 -46.3477 
1.120267305124857 -182.743 
-0.49454404952501196 268.07 
-0.46498921816101646 -205.108 
0.03356470557689839 -336.559 
0.1732740182425223 -205.225 
0.3553259685868726 -42.6659 
-1.2920212146387744 -425.217 
0.3298624176978784 329.611 
1.076923255711261 -136.212 
-0.4298979824394369 -448.668 
0.6627995760353196 -211.878 
0.41401884385258203 338.488 
-1.4565903750480524 -614.648 
-0.880575351645005 332.708 
-0.8506036256200629 -112.605 
-0.3008172225440928 -458.884 
-1.247820663768457 -210.072 
0.6961154270691745 654.122 
0.18026289266555118 -857.892 
-0.762344225369322 28.8605 
-0.5065761989397028 -184.278 
-0.5944126087349426 195.91 
